original_title,original_language,adult,budget,backdrop_path,homepage,id,imdb_id,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,genre,production_companies,belongs_to_collection,spoken_languages,production_countries,review_count,review_content,keywords,cast_size,crew_size,director
Mary Magdalene,en,False,0,/hvdRLJSKy2a3Ulzrl1Wlnqq2pKZ.jpg,http://www.marymagdalenefilm.co.uk,407439,tt5360996,"In the first century, free-spirited Mary Magdalene flees the marriage her family has arranged for her, finding refuge and a sense of purpose in a radical new movement led by the charismatic, rabble-rousing preacher named Jesus.",28.315,/7IBGsaUXMol2K8I1BTBgxEBuS6y.jpg,2018-03-15,10940439,120,Released,Her story will be told,Mary Magdalene,False,6.3,354,"Drama,History,","See-Saw Films,Porchlight Films,Universal Pictures International Production (UPIP),Film4 Productions,",,"en,fr,","US,AU,GB,",1,"Viewed this film at the theater this past weekend. From previous reviews we had read, we were truly expecting a great film.  When the film finished we were left with ""a that's it"" attitude.  At best a mediocre film.  The sound for the film was terrible, hardly audible in parts. Scenes did not seem to flow.  The actors were not a distraction, but they left us with the feeling that this was just another movie they are getting paid for.  Did not go to the movie for a religious perspective.  Open minded to any possible correction to beliefs assumed through the years.  It was amazing that I later found out that Mary Magdalene was considered a prostitute, and that it was not until 2016 that the Catholic Church changed her status to Apostle of Apostles. This did not come out in the film.,","bible,jerusalem, israel,mary magdalene,",27,73,"Garth Davis,"
Sherlock Gnomes,en,False,59000000,/jVUR1W6cq8VuT4A6N4fd2yDNhji.jpg,https://www.paramount.com/movies/sherlock-gnomes,370567,tt2296777,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",27.994,/wqnzpJR3PwS4doVkAkt9seSEpoX.jpg,2018-03-15,87625666,86,Released,They're on a mission to bring every gnome home.,Sherlock Gnomes,False,5.6,509,"Animation,Family,Fantasy,Comedy,Adventure,Mystery,","Rocket Pictures,Paramount Animation,Metro-Goldwyn-Mayer,",Gnomeo & Juliet Collection,"en,","GB,US,",1,"I was never gonna come in stanning a _Gnome_ franchise, that's a no brainer. But this one is much worse than even the first movie.

Also, STOP PRETENDING ACTORS ARE THE SAME THING AS VOICE ACTORS.

_Final rating:★ - Of no value. Avoid at all costs._,","sequel,missing person,animate statue,",17,32,"John Stevenson,"
Nada a Perder,pt,False,0,/l2943IOIqTxE9RsEUs8AJQyJ9Vp.jpg,,502581,tt6910020,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",27.834,/1Qk9eD3ZqmJ7V8bB28H7gUd1FPg.jpg,2018-03-29,0,130,Released,Against all odds. For the good of all.,Nothing to Lose,False,5.2,51,"Drama,","Paris Filmes,Record TV,",,"pt,","BR,",0,,,6,3,"Alexandre Avancini,"
Tomb Invader,en,False,0,/tQW5cNNclBco7GKINpoBTDweyuC.jpg,,511343,tt7781732,"With promises of untold treasure, two modern-day adventurers team up to enter the ancient tomb of Quin Shi Haung, and stop a madman from releasing the mercury trapped within.",27.832,/mTz0qaYuXIHBAUiwAqJZQxOgWlZ.jpg,2018-03-09,0,83,Released,Archaeology just got badass!,Tomb Invader,False,4.1,37,"Action,Adventure,TV Movie,","Broken Films,The Asylum,",,"zh,fr,en,","US,",0,,"china,billionaire,archaeologist,tomb,booby trap,buried treasure,treasure hunter,",13,35,"James Thomas,"
Midnight Sun,en,False,0,/9T8sj5io4SGCBTHsk5H8LGcfKVe.jpg,http://midnightsunmov.com/,419478,tt4799066,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",27.245,/vPG2zEKPXhovPW9S91SRnwr5JM1.jpg,2018-03-22,27365467,91,Released,Love will light the way.,Midnight Sun,False,7.8,2598,"Romance,Drama,","Boies/Schiller Film Group,Wrigley Pictures,Universal Pictures,",,"en,","US,",1,"I just wanna say from the moment I seen how sad she was I cried and yes I did cry but I just wanna say even though she wasn't suppose to go outside she did it anyways and at first I was a little confused because I was like this is just like everything everything so what is the point of watching it but in everything everything she didn't die and that made me realize how amazing the movie is and how better it is because when you think about it its dumb of her to risk her life but at the same time the time was gonna come and they all knew it so instead of her dying inside a house and not being able to experience anything was like why but she died happy and she knew how she wanted to that's exactly why she did it and I know it's only a movie but don't be afraid to live life to the fullest because me I always think how do I wanna do this do I wanna upset my parents but sometimes I wanna die but it will upset them and I just want everyone to be happy just like her and I love this movie because it inspires me to do better in life and don't let anyone or anything hold me back from being me and living life and it made me realize something risk life for love its beautiful and everyone should be happy,","seattle,sunlight,terminal illness,singer,best friend,homeschooling,teenager,dead mother,swimming,teenage daughter,railway station,boyfriend girlfriend,athletic scholarship,protective father,teenage romance,busker,rare disease,medical problem,",35,31,"Scott Speer,"
The Titan,en,False,0,/h45LDCoPWmFMTTb7taGhOPBIGKJ.jpg,https://www.netflix.com/title/80148210,476926,tt4986098,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",32.836,/qRmQazyIBZR4pQIk9VruiZul0Au.jpg,2018-03-30,0,97,Released,Evolve or die,The Titan,False,5.4,868,"Science Fiction,Thriller,","42,The Amel Company,Motion Picture Capital,Nostromo Pictures,",,"en,","US,GB,ES,",0,,"husband wife relationship,nasa,sacrifice,pilot,saturn,transformation,dystopia,swimming pool,murder,genetic mutation,human experiment,scientific experiment,",19,80,"Lennart Ruff,"
Benji,en,False,0,/eOkbeZ658RHVt7ULoFBqmesxEYX.jpg,,495193,tt1799516,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",26.871,/yvmhEcqzN2bUZvEmEIh9SjhTkr6.jpg,2018-03-02,0,87,Released,A Hero Comes Home,Benji,False,7.0,210,"Crime,Drama,","Blumhouse Productions,Symbolic Exchange,",,"en,","AE,US,",0,,"dog,reboot,benji,",25,8,"Brandon Camp,"
Duck Duck Goose,en,False,0,/l2ICDMdVSOGjcRtyQqrATWycT5J.jpg,http://www.of3d.com/en/content/details36_281.html,375107,tt4940416,"After he’s grounded by an injury, a high-flying bachelor is saddled with two wide-eyed orphans as they come face-to-face with the dangers and beauty of the outside world.",17.947,/7ScoWYzToUIbaedwnKJPdjCWXM0.jpg,2018-03-09,0,82,Released,Family can be a wild ride,Duck Duck Goose,False,6.2,106,"Animation,Family,Adventure,Comedy,","Original Force Animation,",,"zh,en,","CN,",0,,"duck,migration,goose,",16,6,"Christopher Jenkins,"
Croc-Blanc,fr,False,0,/zpOMrQjaY7sqFoPk7AG4z65J1N5.jpg,https://superprodanimation.net/en/film/white-fang/,456154,tt5222768,A loyal wolfdog’s curiosity leads him on the adventure of a lifetime while serving a series of three distinctly different masters.,29.671,/jJx8zvW0H2N1WxrjYE8hRxS1N3u.jpg,2018-03-28,0,87,Released,Rediscover Jack London's Masterpiece,White Fang,False,7.3,130,"Animation,Family,","Bidibul Productions,Superprod Animation,Big Beach,France 3 Cinéma,",,"fr,","US,FR,LU,",0,,"based on novel or book,wolf,remake,dog,half breed,native american tribe,",5,37,"Alexandre Espigares,"
За гранью реальности,ru,False,0,/1btUYcOIfh5JrKPhLh2HlbzsgCa.jpg,,497727,tt5629524,Contemporary Moscow. A talented gambler gathers a team of people with supernatural powers to win big at a casino. But they find a much stronger mystical rival.,23.79,/kwMJqbY9jzFOf3g7UgAquMRt8kF.jpg,2018-03-01,2244848,101,Released,,Beyond the Edge,False,5.6,104,"Adventure,Fantasy,Action,","Ares Film,Kinodanz,",,"ru,","RU,",0,,"beyond reality,magier,individual worlds,",12,20,"Francesco Cinquemani,"
